row_id	family	status	reason	repo	file	pre_sha	session	ts	model
435d8b8e0a2bdbf2	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:04:55.025Z	gpt-6-astra
5b0e99baff59a1eb	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:06:13.094Z	gpt-6-astra
c2073622242d10fa	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:07:38.091Z	gpt-6-astra
ccb4002cf68f81b3	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:07:38.091Z	gpt-6-astra
9c061e0518875a06	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:08:42.858Z	gpt-6-astra
6c94a5699999ef23	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:09:16.312Z	gpt-6-astra
6fce91b0dd6f4719	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:09:49.181Z	gpt-6-astra
c1612253604833c4	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:10:54.475Z	gpt-6-astra
fdca95c1ef6ad3fd	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:11:51.340Z	gpt-6-astra
aef3b34568471892	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:12:42.350Z	gpt-6-astra
3d251fd1a509869f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:14:28.252Z	gpt-6-astra
62655f12b72c5b9e	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:14:59.762Z	gpt-6-astra
43e9d2a76c9ffcdb	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:16:09.001Z	gpt-6-astra
866ab25fdd3acc48	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:19:35.374Z	gpt-6-astra
466802d291a91770	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T22-51-38-01a08338-45b7-70d1-adb2-af4b30986851.jsonl	2026-09-08T23:21:33.097Z	gpt-6-astra
4a40953b3f3d6dac	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:15:52.909Z	gpt-6-astra
4bf34b0ff411be67	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:20:18.795Z	gpt-6-astra
92a16f09ae678158	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:23:47.646Z	gpt-6-astra
ba7f1bc277eca2b3	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:26:38.559Z	gpt-6-astra
ac1e31bc853ddcf6	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:32:09.710Z	gpt-6-astra
d57415a697b0f827	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:33:06.695Z	gpt-6-astra
e19b2451311f0195	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:38:57.566Z	gpt-6-astra
032020ac542c2be0	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:40:01.102Z	gpt-6-astra
f280dc0f1f4e9230	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:43:07.079Z	gpt-6-astra
bd25de74097ac5c4	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:44:26.463Z	gpt-6-astra
9fdb0d01ac8689ba	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T08:48:02.078Z	gpt-6-astra
52a6cae5d8f66301	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T09:04:35.445Z	gpt-6-astra
54a4c2b333fef189	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T08-11-26-01a08012-6c3c-7861-a69a-7997e4663142.jsonl	2026-09-08T09:07:15.809Z	gpt-6-astra
a81a41864ccf8444	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:14:18.715Z	gpt-6-astra
5ea5aedb2b91f865	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:15:33.819Z	gpt-6-astra
70cb75f9269c28b3	T	ineligible	edit-already-present-in-pre-edit	/home/forge/src/clj-surgeon-split	test/clj_surgeon/namespace_split_warm_test.clj	38ecea11b2bd312efdf50d2e9c3320835f2efa0b	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:16:39.835Z	gpt-6-astra
5c38679efa87e0a7	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:17:00.891Z	gpt-6-astra
906cd2c7a0d7a493	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:18:06.638Z	gpt-6-astra
baa253731632eda8	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:18:52.791Z	gpt-6-astra
b624178f8923c459	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:19:59.602Z	gpt-6-astra
3cd9350c01bcff54	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:22:13.506Z	gpt-6-astra
ea5cf315793e469f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:23:28.767Z	gpt-6-astra
ece95aed76a6574a	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:24:16.602Z	gpt-6-astra
1a8863b5fff6f76b	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:25:27.779Z	gpt-6-astra
eb9c03d976a2ca14	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:27:23.873Z	gpt-6-astra
b0fc523913e63206	T	ineligible	pre-edit-bytes-not-recoverable	/home/forge/src/clj-surgeon-split	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:31:12.289Z	gpt-6-astra
10a700b3786a34b7	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:31:39.862Z	gpt-6-astra
a7619aad82ffc122	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:33:06.009Z	gpt-6-astra
67323468616b1db2	T	eligible	ok	/home/forge/src/clj-surgeon-split	test/clj_surgeon/mcp_intent_contract_test.clj	398679fa05bbe42a4aeda36a2442341af149aec0	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:35:30.533Z	gpt-6-astra
1336f3e1993bfa5b	T	eligible	ok	/home/forge/src/clj-surgeon-split	test/clj_surgeon/lane_manifest_test.clj	398679fa05bbe42a4aeda36a2442341af149aec0	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:39:05.674Z	gpt-6-astra
652cedec69bf869a	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:39:21.645Z	gpt-6-astra
6a7db0feabd8ea41	T	eligible	ok	/home/forge/src/clj-surgeon-split	test/clj_surgeon/cli_dispatch_test.clj	827a751add48fbb8da364fbbf74544e1cf485d99	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:43:16.918Z	gpt-6-astra
c0167d223efb3338	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:45:00.868Z	gpt-6-astra
12593bf78c9bee8f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:47:35.902Z	gpt-6-astra
fba1ced86070ef3f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:57:16.097Z	gpt-6-astra
774064a4cdddd68a	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T13-11-07-01a08124-cb61-7391-b48d-c0fd3aa89f6b.jsonl	2026-09-08T13:58:33.925Z	gpt-6-astra
a91e6c3d2cefec49	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:47:35.944Z	gpt-6-astra
9554bafb369a11e7	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:47:53.295Z	gpt-6-astra
1d5e3109aad4d5f9	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:48:02.837Z	gpt-6-astra
2bdfced92e4dc821	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:49:41.945Z	gpt-6-astra
b0f39ccc508b7257	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:50:02.278Z	gpt-6-astra
2535724bd2549291	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:50:16.727Z	gpt-6-astra
d0d018a787b9e580	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:50:33.027Z	gpt-6-astra
20780ba53ab1fcfa	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:53:01.223Z	gpt-6-astra
d0051e6c30a5729e	R	eligible	ok	/home/forge/src/clj-surgeon-split	src/clj_surgeon/namespace_split.clj	a9da43441234f0f815ab9c9393ae03dda7fa82f4	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:54:28.107Z	gpt-6-astra
16d658706ed74418	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:55:15.781Z	gpt-6-astra
c90a6db7273ef840	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:55:43.796Z	gpt-6-astra
be3c8ee69756ecde	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:56:54.941Z	gpt-6-astra
cc082041e8201a78	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:57:24.464Z	gpt-6-astra
b03ac57b3687a883	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:58:56.339Z	gpt-6-astra
b873a4b5ae532670	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T19:59:19.198Z	gpt-6-astra
67a0a8cfcd6dd792	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:00:06.093Z	gpt-6-astra
839a5de26566d08d	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:01:34.188Z	gpt-6-astra
867dde40a545579d	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:02:17.741Z	gpt-6-astra
4bac0478683088b5	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:02:28.179Z	gpt-6-astra
3573719c5d128bd7	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:03:17.234Z	gpt-6-astra
1e16d9a8648859b7	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:03:41.211Z	gpt-6-astra
ab2be3b2d2f198cc	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:05:00.656Z	gpt-6-astra
7a5063fb5a99b61f	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:05:31.046Z	gpt-6-astra
6a5f438cdcb6bcd3	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:09:05.722Z	gpt-6-astra
21f05fd689f9a064	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:10:12.016Z	gpt-6-astra
116d0ba18efce2e7	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:11:23.820Z	gpt-6-astra
dd913b83f06e59ed	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:12:07.331Z	gpt-6-astra
7f258e29048795cc	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:13:21.190Z	gpt-6-astra
341387d38e9fec3b	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:14:00.530Z	gpt-6-astra
f0270b9f651c8b1f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:16:33.254Z	gpt-6-astra
99cdce3967317174	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:17:46.348Z	gpt-6-astra
558832dce5b9674e	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:20:18.782Z	gpt-6-astra
e53c43328f296419	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:22:05.911Z	gpt-6-astra
18520cb5dd9ba536	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T19-43-35-01a0828c-1c31-7852-a9f5-11d0e6a22b94.jsonl	2026-09-08T20:28:24.894Z	gpt-6-astra
98ff11211603648d	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T04-18-56-01a07f3d-91b8-7b41-bad2-950b514fa738.jsonl	2026-09-08T04:23:31.519Z	gpt-6-astra
b6aad4c0f34c28c9	T	ineligible	pre-edit-bytes-not-recoverable	/home/forge/src/clj-surgeon-split	-	-	rollout-2026-09-08T04-18-56-01a07f3d-91b8-7b41-bad2-950b514fa738.jsonl	2026-09-08T04:27:30.501Z	gpt-6-astra
9d64e3add205d14f	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T03-42-49-01a07f1c-7f55-73b0-b113-531d74622fc0.jsonl	2026-09-08T03:54:11.748Z	gpt-6-astra
364d4bd9ff955440	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T05-15-38-01a07f71-7c4f-78a2-bd92-b4109a2ca2ee.jsonl	2026-09-08T05:21:08.202Z	gpt-6-astra
ca730773d782f342	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T09-20-11-01a08051-5ef9-7e23-9a98-bed6916bda7f.jsonl	2026-09-08T09:22:09.767Z	gpt-6-astra
55ab476de0e7a9ba	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T09-20-11-01a08051-5ef9-7e23-9a98-bed6916bda7f.jsonl	2026-09-08T09:22:20.217Z	gpt-6-astra
5d36ba59d8a8e00a	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T09-20-11-01a08051-5ef9-7e23-9a98-bed6916bda7f.jsonl	2026-09-08T09:22:29.881Z	gpt-6-astra
19ca850b0ca404ea	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T09-20-11-01a08051-5ef9-7e23-9a98-bed6916bda7f.jsonl	2026-09-08T09:26:31.600Z	gpt-6-astra
1574b9368d170c54	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T17-29-17-01a08211-2906-7290-8ba2-9de1c85b466f.jsonl	2026-09-08T17:52:18.871Z	gpt-6-astra
22c96b9dfd460515	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:33:43.518Z	gpt-6-astra
9bbe1d4687daa0f1	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:34:08.881Z	gpt-6-astra
c3549fc7bf7876f1	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:35:02.051Z	gpt-6-astra
bf198b7b91a6550e	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:35:42.486Z	gpt-6-astra
dd68517cb7130b51	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:37:27.671Z	gpt-6-astra
4da14fdfd134f695	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:39:29.274Z	gpt-6-astra
bb4981417a4841db	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:41:17.884Z	gpt-6-astra
c1f4de747f9d28db	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:42:12.230Z	gpt-6-astra
3babc628afd53c6a	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:42:12.230Z	gpt-6-astra
cc21d887d6b84549	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:42:51.630Z	gpt-6-astra
1edc597685460abc	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:44:13.967Z	gpt-6-astra
8c90e81b28e025a7	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:46:21.091Z	gpt-6-astra
9d999a167e69f4cf	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:48:12.704Z	gpt-6-astra
8e8950202ea95287	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:48:36.655Z	gpt-6-astra
962cc0af7d2ceab4	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:55:53.211Z	gpt-6-astra
f6ed879190222903	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:56:30.552Z	gpt-6-astra
820c1b7885ef9272	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:57:15.787Z	gpt-6-astra
4539a61b05467743	-	ineligible	out-of-family:x-other	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:57:43.803Z	gpt-6-astra
1bf25f23bb161b8e	-	ineligible	out-of-family:x-noop	-	-	-	rollout-2026-09-08T00-31-51-01a07e6d-acac-7541-8e0d-3a3928675e40.jsonl	2026-09-08T00:59:47.207Z	gpt-6-astra
